,dr7objid,t04_spiral_a08_spiral_flag,t04_spiral_a09_no_spiral_flag,t08_odd_feature_a20_lens_or_arc_flag,t08_odd_feature_a22_irregular_flag
3434,171051,0,1,1,0
3435,23129,1,0,0,0
3436,143595,0,1,1,0
3437,136351,0,1,0,0
3438,194868,0,1,1,0
3439,73319,1,0,0,1
3440,228218,0,1,1,0
3441,212766,0,1,0,1
3442,271131,1,0,0,0
3443,16860,0,1,0,0
3444,11036,1,0,0,0
3445,114951,1,0,0,1
3446,208985,1,0,0,0
3447,126699,0,1,1,0
3448,283427,0,1,0,0
3449,183929,1,0,0,0
3450,286212,0,1,0,1
3451,54972,1,0,0,0
3452,25811,0,1,0,0
3453,194168,1,0,0,0
3454,87826,0,1,0,0
3455,82741,0,1,0,1
3456,265827,1,0,0,0
3457,287327,0,1,1,0
3458,631,1,0,0,0
3459,9253,0,1,0,0
3460,261224,1,0,0,0
3461,164367,0,1,0,0
3462,164434,0,0,0,1
3463,244827,1,0,0,0
3464,217690,0,1,1,0
3465,88205,0,1,0,0
3466,39171,1,0,0,0
3467,89033,0,1,0,0
3468,196469,1,0,0,0
3469,46574,0,1,1,0
3470,15855,0,1,1,0
3471,234933,0,1,0,0
3472,224344,1,0,0,0
3473,59663,0,1,0,0
3474,112971,0,1,1,0
3475,62982,0,1,1,0
3476,280571,1,0,0,0
3477,154344,1,0,0,1
3478,16350,0,1,1,0
3479,87,0,1,0,0
3480,131936,1,0,0,0
3481,285264,0,1,1,0
3482,268621,0,1,0,0
3483,180866,1,0,0,0
3484,59588,0,1,1,0
3485,187200,0,1,0,0
3486,117855,1,0,0,0
3487,180904,1,0,0,0
3488,28182,0,1,0,0
3489,88716,1,0,0,1
3490,193536,1,0,0,0
3491,210260,0,1,0,0
3492,15734,1,0,0,0
3493,229349,0,1,1,0
3494,234813,1,0,0,0
3495,26018,0,1,0,0
3496,138188,0,0,0,1
3497,26607,1,0,0,0
3498,143283,0,1,0,0
3499,127656,0,0,0,1
3500,219370,0,1,1,0
3501,182005,1,0,0,0
3502,38007,0,1,0,0
3503,172548,0,1,1,0
3504,38072,1,0,0,0
3505,152312,0,1,1,0
3506,11030,0,1,0,0
3507,9939,0,1,1,0
3508,58807,1,0,0,0
3509,233524,0,1,0,1
3510,95977,1,0,0,1
3511,201006,0,1,0,0
3512,67282,1,0,0,0
3513,76890,0,1,0,1
3514,67373,0,1,1,0
3515,197384,0,1,1,0
3516,231938,0,1,0,0
3517,170203,1,0,0,0
3518,144485,0,1,1,0
3519,109083,0,1,0,0
3520,198815,0,1,1,0
3521,4292,1,0,0,1
3522,21805,0,1,1,0
3523,64220,0,1,1,0
3524,95920,1,0,0,0
3525,253514,1,0,0,1
3526,268042,0,1,0,0
3527,14370,0,1,1,0
3528,4606,1,0,0,1
3529,113341,0,1,1,0
3530,165084,1,0,0,0
3531,175880,0,0,0,1
3532,74990,0,1,0,0
3533,238842,0,1,1,0
3534,157923,1,0,0,0
3535,132267,0,1,1,0
3536,135084,0,1,1,0
3537,22681,0,1,1,0
3538,204588,1,0,0,0
3539,91374,0,1,0,0
3540,161720,0,1,1,0
3541,92033,1,0,0,1
3542,97438,0,1,1,0
3543,65474,1,0,0,0
3544,129939,0,1,0,0
3545,52147,0,1,1,0
3546,221987,1,0,0,0
3547,97118,0,1,0,0
3548,81381,1,0,0,1
3549,120092,1,0,0,0
3550,75232,0,1,0,0
3551,46370,0,1,0,1
3552,137247,1,0,0,0
3553,219198,0,1,0,0
3554,44236,1,0,0,1
3555,286695,1,0,0,0
3556,121245,0,1,0,0
3557,142189,0,1,0,1
3558,235825,0,1,1,0
3559,88774,0,1,0,0
3560,180491,1,0,0,0
3561,71421,0,1,0,1
3562,209362,0,1,0,0
3563,167086,1,0,0,0
3564,16713,0,1,1,0
3565,37407,1,0,0,0
3566,35839,0,1,1,0
3567,277255,0,0,0,1
3568,233288,0,1,0,0
3569,119593,0,1,1,0
3570,51879,1,0,0,0
3571,180769,0,1,1,0
3572,157147,1,0,0,0
3573,77949,0,1,0,0
3574,17466,0,1,1,0
3575,114291,0,1,1,0
3576,96001,1,0,0,0
3577,47049,0,1,0,0
3578,128912,0,1,1,0
3579,244185,1,0,0,0
3580,183957,1,0,0,0
3581,242446,0,1,0,0
3582,269062,0,1,0,1
3583,82798,1,0,0,0
3584,200533,0,1,1,0
3585,186169,0,1,0,0
3586,127152,1,0,0,0
3587,66078,0,1,1,0
3588,274968,0,1,0,0
3589,83504,1,0,0,0
3590,42180,0,1,0,0
3591,66293,0,1,0,1
3592,23511,1,0,0,0
3593,201857,1,0,0,1
3594,6981,0,1,0,0
3595,149769,1,0,0,0
3596,36636,0,1,0,0
3597,5562,0,1,1,0
3598,140988,1,0,0,0
3599,220715,0,1,1,0
3600,25714,0,1,0,0
3601,141,0,1,1,0
3602,221659,0,1,1,0
3603,172572,1,0,0,0
3604,108602,0,1,0,0
3605,77926,0,1,1,0
3606,161427,0,1,1,0
3607,166093,1,0,0,0
3608,45646,0,1,0,0
3609,261200,1,0,0,0
3610,54564,1,0,0,1
3611,180650,0,1,0,0
3612,237006,1,0,0,1
3613,172670,0,1,1,0
3614,85866,1,0,0,0
3615,153432,0,1,0,0
3616,148080,0,1,0,0
3617,201690,1,0,0,0
3618,114076,0,1,0,0
3619,268323,1,0,0,0
3620,80864,0,0,0,1
3621,94525,1,0,0,0
3622,76408,0,1,0,0
3623,217389,1,0,0,1
3624,115750,1,0,0,0
3625,282344,0,1,1,0
3626,210633,0,1,0,0
3627,122321,0,1,1,0
3628,72365,0,1,1,0
3629,78452,1,0,0,0
3630,263528,0,1,0,0
3631,90981,1,0,0,1
3632,73478,1,0,0,0
3633,35809,0,1,0,0
3634,115015,0,0,0,1
3635,262908,1,0,0,0
3636,174018,0,1,1,0
3637,171410,0,0,0,1
3638,195707,0,1,1,0
3639,13045,1,0,0,0
3640,59424,0,1,0,0
3641,55129,0,0,0,1
3642,114212,1,0,0,0
3643,103195,0,1,0,0
3644,73553,0,0,0,1
3645,82926,0,1,1,0
3646,1708,1,0,0,0
3647,196853,0,1,0,0
3648,7563,0,1,1,0
3649,117370,0,1,0,1
3650,178932,0,1,0,1
3651,203095,1,0,0,0
3652,12185,0,1,0,0
3653,24016,0,1,1,0
3654,165298,0,1,1,0
3655,101373,0,1,0,1
3656,61721,0,1,0,0
3657,124661,1,0,0,0
3658,78553,1,0,0,0
3659,53079,0,1,0,0
3660,70001,1,0,0,0
3661,55926,0,1,0,1
3662,181213,0,1,0,0
3663,20513,0,0,0,1
3664,105889,0,1,0,1
3665,76118,1,0,0,0
3666,36173,0,1,1,0
3667,184968,0,1,1,0
3668,76098,0,1,0,0
3669,22832,0,1,0,0
3670,167437,1,0,0,0
3671,120135,0,1,1,0
3672,86597,0,1,0,0
3673,12821,1,0,0,0
3674,67679,0,0,0,1
3675,19666,0,1,1,0
3676,249640,1,0,0,0
3677,82736,0,1,1,0
3678,205660,0,1,0,0
3679,139092,1,0,0,1
3680,53547,1,0,0,0
3681,248336,0,1,0,0
3682,185452,0,0,0,1
3683,30358,0,1,1,0
3684,19458,1,0,0,0
3685,212646,0,1,1,0
3686,179358,0,1,0,0
3687,148218,1,0,0,0
3688,69624,1,0,0,1
3689,292835,0,1,1,0
3690,221300,0,1,1,0
3691,241987,1,0,0,0
3692,122794,0,1,0,0
3693,72369,0,1,1,0
3694,134129,0,1,1,0
3695,138426,1,0,0,1
3696,36597,1,0,0,0
3697,85220,0,1,0,0
3698,242256,1,0,0,0
3699,276939,0,1,1,0
3700,39930,0,1,0,0
3701,115538,0,1,1,0
3702,132635,0,0,0,1
3703,153118,1,0,0,0
3704,173359,0,1,1,0
3705,211222,0,1,1,0
3706,106012,0,1,0,0
3707,84395,0,1,1,0
3708,65807,1,0,0,0
3709,10164,0,1,1,0
3710,200696,0,1,0,0
3711,17448,0,1,0,1
3712,252110,1,0,0,0
3713,217358,0,1,0,0
3714,227270,1,0,0,1
3715,53688,1,0,0,0
3716,161704,1,0,0,0
3717,79834,0,1,0,0
3718,111697,0,1,0,0
3719,87593,1,0,0,0
3720,113468,0,1,1,0
3721,251716,1,0,0,1
3722,62742,0,1,0,0
3723,114553,1,0,0,0
3724,46645,0,1,0,1
3725,197653,0,1,0,0
3726,29789,1,0,0,0
3727,229950,0,1,0,1
3728,99537,0,1,0,1
3729,127106,1,0,0,0
3730,116514,0,1,0,0
3731,231128,0,1,1,0
3732,21197,0,0,0,1
3733,16608,0,1,0,0
3734,85196,0,1,1,0
3735,19120,1,0,0,1
3736,215951,1,0,0,0
3737,231373,0,1,0,0
3738,34433,0,1,1,0
3739,247140,0,0,0,1
3740,152391,1,0,0,0
3741,241240,0,1,0,0
3742,110721,1,0,0,0
3743,66761,0,1,0,0
3744,174756,0,0,0,1
3745,174722,1,0,0,0
3746,96727,0,1,0,0
3747,233898,0,1,1,0
3748,200843,0,1,1,0
3749,113862,1,0,0,0
3750,41969,0,1,1,0
3751,12952,0,1,0,1
3752,161058,0,1,0,0
3753,214582,1,0,0,0
3754,223925,0,1,1,0
3755,272711,1,0,0,1
3756,194418,0,1,0,0
3757,161650,1,0,0,0
3758,99679,0,1,1,0
3759,238805,1,0,0,0
3760,108622,0,1,0,1
3761,180821,0,1,0,0
3762,213308,1,0,0,1
3763,18791,0,1,0,0
3764,5254,1,0,0,0
3765,165443,0,1,0,0
3766,230128,1,0,0,0
3767,276892,0,1,1,0
3768,71439,0,1,0,1
3769,215593,1,0,0,0
3770,52960,0,1,0,0
3771,260538,0,1,0,1
3772,160748,1,0,0,0
3773,27254,1,0,0,1
3774,138516,0,1,0,0
3775,232692,0,1,1,0
3776,156584,0,1,1,0
3777,37151,0,1,1,0
3778,59178,1,0,0,0
3779,185120,0,1,0,0
3780,12477,1,0,0,1
3781,148471,1,0,0,0
3782,235836,0,1,1,0
3783,21859,0,1,1,0
3784,203197,0,1,0,0
3785,15702,1,0,0,0
3786,128549,0,1,0,1
3787,238789,0,1,1,0
3788,201911,1,0,0,0
3789,76500,0,1,0,0
3790,224079,1,0,0,0
3791,131230,0,1,1,0
3792,108767,0,1,0,0
3793,207015,0,0,0,1
3794,24711,1,0,0,0
3795,107369,0,1,0,0
3796,124918,0,1,1,0
3797,167754,1,0,0,0
3798,197421,0,1,0,1
3799,80566,0,1,1,0
3800,173700,1,0,0,0
3801,138546,0,1,0,1
3802,221120,0,1,0,0
3803,93093,1,0,0,0
3804,244477,0,1,0,0
3805,76375,1,0,0,1
3806,20363,0,0,0,1
3807,181500,1,0,0,0
3808,287728,0,1,0,0
3809,3777,1,0,0,1
3810,1085,1,0,0,0
3811,207420,0,1,1,0
3812,115106,0,1,0,0
3813,194981,1,0,0,1
3814,240679,1,0,0,0
3815,216992,0,1,0,0
3816,24300,0,1,1,0
3817,205087,1,0,0,0
3818,601,0,1,0,0
3819,267079,1,0,0,0
3820,62153,0,1,0,1
3821,117531,1,0,0,0
3822,92908,0,1,0,0
3823,224003,0,1,1,0
3824,232846,1,0,0,0
3825,92830,0,1,1,0
3826,108723,1,0,0,0
3827,141735,0,1,0,0
3828,290187,0,1,1,0
3829,159273,1,0,0,0
3830,159818,0,1,0,0
3831,27629,1,0,0,1
3832,200229,1,0,0,0
3833,3979,0,1,0,0
3834,197357,1,0,0,0
3835,156707,0,1,0,1
3836,197068,0,1,1,0
3837,79233,0,0,0,1
3838,217866,0,1,0,0
3839,196360,0,0,0,1
3840,69212,1,0,0,0
3841,192064,0,1,0,1
3842,136189,0,1,1,0
3843,9935,0,0,0,1
3844,292733,0,1,0,0
3845,11075,1,0,0,0
3846,177865,0,1,0,0
3847,139371,0,1,0,1
3848,68835,1,0,0,0
3849,59606,1,0,0,0
3850,122377,0,1,1,0
3851,187040,0,1,0,0
3852,2321,0,1,1,0
3853,63290,0,1,0,0
3854,140237,1,0,0,0
3855,274474,0,1,0,1
3856,203117,0,1,1,0
3857,156663,1,0,0,1
3858,231225,1,0,0,0
3859,208904,0,1,0,0
3860,57929,1,0,0,0
3861,224229,0,0,0,1
3862,191361,0,1,0,0
3863,213544,0,1,1,0
3864,78694,0,0,0,1
3865,90590,0,0,0,1
3866,191387,1,0,0,0
3867,76678,0,0,0,1
3868,13073,0,1,0,0
3869,208276,0,1,1,0
3870,14250,1,0,0,1
3871,292319,1,0,0,0
3872,50242,0,1,0,0
3873,137829,1,0,0,0
3874,257874,0,1,0,1
3875,137648,1,0,0,0
3876,177864,0,1,0,0
3877,275027,1,0,0,0
3878,173612,0,1,0,0
3879,213001,0,1,1,0
3880,135596,1,0,0,0
3881,176802,0,1,0,1
3882,257301,0,1,0,0
3883,137861,1,0,0,0
3884,217075,1,0,0,0
3885,1657,0,1,0,0
3886,220744,1,0,0,1
3887,106140,0,1,1,0
3888,53598,1,0,0,0
3889,141775,0,1,1,0
3890,149457,0,1,0,0
3891,154314,1,0,0,0
3892,49768,0,1,0,1
3893,200974,0,1,1,0
3894,196670,1,0,0,0
3895,160349,0,1,0,0
3896,98551,0,1,1,0
3897,212101,0,1,1,0
3898,279626,0,1,0,0
3899,232780,1,0,0,0
3900,73576,0,1,0,1
3901,259718,0,1,1,0
3902,8042,0,1,0,1
3903,59052,1,0,0,0
3904,166624,0,1,0,0
3905,232449,1,0,0,0
3906,187458,0,1,0,0
3907,145583,1,0,0,0
3908,75382,1,0,0,1
3909,107977,0,1,1,0
3910,206488,0,1,1,0
3911,258704,0,1,0,0
3912,228584,1,0,0,0
3913,78177,0,1,1,0
3914,11430,1,0,0,1
3915,139102,0,1,0,0
3916,144796,1,0,0,0
3917,270099,1,0,0,0
3918,138182,0,1,0,0
3919,122232,0,1,1,0
3920,191343,0,0,0,1
3921,57529,0,1,0,0
3922,199384,1,0,0,1
3923,235395,1,0,0,0
3924,131355,0,1,0,0
3925,90451,0,1,1,0
3926,154027,1,0,0,0
3927,221309,0,1,0,1
3928,177013,1,0,0,0
3929,59266,0,1,0,0
3930,215872,0,1,1,0
3931,231484,1,0,0,0
3932,253197,0,1,0,0
3933,187429,1,0,0,1
3934,61904,0,1,1,0
3935,35424,1,0,0,0
3936,213227,0,1,1,0
3937,25521,0,1,0,0
3938,47788,0,1,1,0
3939,144653,1,0,0,1
3940,236343,1,0,0,0
3941,42213,0,1,1,0
3942,214233,0,1,0,0
3943,69500,1,0,0,0
3944,167395,1,0,0,0
3945,44176,1,0,0,1
3946,54850,0,1,0,0
3947,143210,1,0,0,0
3948,168035,1,0,0,1
3949,188307,0,1,0,0
3950,231111,1,0,0,0
3951,206948,0,0,0,1
3952,240890,0,1,1,0
3953,236055,0,1,0,0
3954,18813,1,0,0,0
3955,218330,0,0,0,1
3956,245022,0,1,1,0
3957,86674,0,1,0,0
3958,89327,1,0,0,0
3959,190706,0,1,1,0
3960,134146,1,0,0,0
3961,168058,0,1,0,0
3962,167913,0,1,1,0
3963,124511,0,0,0,1
3964,75773,1,0,0,0
3965,13906,0,1,0,0
3966,195589,1,0,0,0
3967,32408,0,1,0,0
3968,203179,1,0,0,0
3969,234678,0,1,0,1
3970,247778,0,1,1,0
3971,200147,0,1,0,0
3972,60507,1,0,0,0
3973,44579,0,1,0,0
3974,41151,0,1,0,1
3975,223500,1,0,0,0
3976,60759,1,0,0,1
3977,166632,0,1,0,1
3978,290997,0,1,1,0
3979,191380,1,0,0,0
3980,220772,0,1,0,0
3981,14794,1,0,0,0
3982,90560,0,1,1,0
3983,66434,0,1,0,0
3984,244546,0,1,1,0
3985,67859,1,0,0,0
3986,193228,0,1,1,0
3987,90152,0,1,0,0
3988,246762,1,0,0,0
3989,9676,1,0,0,1
3990,197305,0,1,1,0
3991,79367,0,1,1,0
3992,270630,0,1,0,0
3993,286072,0,1,1,0
3994,49968,1,0,0,1
3995,74658,1,0,0,0
3996,58579,1,0,0,1
3997,115580,0,1,1,0
3998,271079,1,0,0,0
3999,134929,0,1,0,0
4000,161467,0,1,1,0
4001,151454,0,1,0,1
4002,87658,1,0,0,0
4003,266985,0,1,0,0
4004,58009,0,1,1,0
4005,229952,1,0,0,0
4006,58914,0,1,0,0
4007,49125,1,0,0,0
4008,167415,0,1,0,1
4009,44701,1,0,0,1
4010,54025,0,1,0,0
4011,204614,1,0,0,0
4012,95244,0,1,1,0
4013,204914,1,0,0,0
4014,119963,0,1,0,0
4015,192796,0,1,0,1
4016,220561,1,0,0,0
4017,15263,0,1,0,0
4018,215787,1,0,0,0
4019,156936,1,0,0,1
4020,211808,0,1,0,0
4021,207773,1,0,0,0
4022,226848,0,1,0,0
4023,50634,1,0,0,0
4024,46005,0,1,0,1
4025,240125,0,1,0,0
4026,39699,1,0,0,0
4027,17351,0,0,0,1
4028,132689,1,0,0,0
4029,173593,0,1,0,0
4030,269288,1,0,0,1
4031,53466,0,1,1,0
4032,60754,1,0,0,0
4033,136261,0,1,0,0
4034,139386,1,0,0,1
4035,78108,1,0,0,0
4036,91454,0,1,0,0
4037,163840,1,0,0,0
4038,134221,0,1,0,0
4039,170357,1,0,0,0
4040,127516,0,1,1,0
4041,162441,0,1,0,0
4042,68755,1,0,0,0
4043,230469,0,1,0,0
4044,273678,1,0,0,1
4045,135529,0,1,1,0
4046,172878,1,0,0,0
4047,265951,0,0,0,1
4048,230085,0,1,0,0
4049,206068,1,0,0,0
4050,53645,0,1,0,0
4051,140287,0,1,1,0
4052,92430,1,0,0,0
4053,225559,0,1,0,1
4054,111657,1,0,0,0
4055,4408,0,1,0,0
4056,111406,0,1,1,0
4057,285985,1,0,0,0
4058,98043,0,1,1,0
4059,174955,0,1,1,0
4060,41729,0,1,0,1
4061,148418,0,1,0,0
4062,232570,1,0,0,0
4063,22598,0,1,1,0
4064,118623,0,1,0,0
4065,161403,0,1,1,0
4066,90227,1,0,0,0
4067,151560,0,1,1,0
4068,166174,0,1,0,0
4069,57455,1,0,0,1
4070,10374,0,1,1,0
4071,114581,1,0,0,0
4072,186871,0,1,0,1
4073,189182,0,1,0,0
4074,138803,1,0,0,0
4075,194288,1,0,0,1
4076,59382,1,0,0,0
4077,18169,1,0,0,1
4078,126724,0,1,0,0
4079,149112,1,0,0,0
4080,996,0,1,1,0
4081,73064,0,1,0,0
4082,169409,1,0,0,0
4083,89392,0,1,1,0
4084,121077,0,1,1,0
4085,199319,0,1,0,1
4086,163912,1,0,0,0
4087,198735,0,1,0,0
4088,164269,1,0,0,0
4089,215577,0,1,0,0
4090,159317,0,1,1,0
4091,61363,1,0,0,1
4092,209519,1,0,0,0
4093,137606,0,1,1,0
4094,157629,0,1,1,0
4095,65209,0,1,0,0
4096,218530,1,0,0,0
4097,88352,0,1,1,0
4098,5102,0,1,0,0
4099,205570,0,0,0,1
4100,129750,0,1,1,0
4101,189243,1,0,0,0
4102,206203,0,1,1,0
4103,227040,0,1,0,0
4104,113651,1,0,0,1
4105,140764,1,0,0,0
4106,13804,0,1,1,0
4107,138736,0,1,0,0
4108,30291,1,0,0,0
4109,78959,0,1,0,0
4110,28847,0,0,0,1
4111,4084,0,1,1,0
4112,71507,1,0,0,0
4113,129891,0,1,0,0
4114,286162,0,1,1,0
4115,206184,1,0,0,0
4116,79477,0,1,0,0
4117,209507,0,1,1,0
4118,184780,1,0,0,0
4119,133779,0,1,1,0
4120,5480,0,1,0,0
4121,96016,1,0,0,0
4122,187905,1,0,0,0
4123,90394,0,1,0,1
4124,45174,0,1,0,0
4125,63479,0,1,0,1
4126,247478,1,0,0,0
4127,75763,0,1,0,0
4128,85640,0,0,0,1
4129,56589,1,0,0,0
4130,26194,0,1,0,0
4131,15339,1,0,0,0
4132,163837,0,1,1,0
4133,180586,0,1,0,1
4134,112151,0,1,0,0
4135,148321,1,0,0,0
4136,145536,1,0,0,1
4137,88435,1,0,0,0
4138,95203,0,1,0,0
4139,242557,1,0,0,0
4140,144199,0,1,0,0
4141,35791,1,0,0,0
4142,206104,1,0,0,1
4143,179400,0,1,0,0
4144,17746,1,0,0,0
4145,17923,0,1,1,0
4146,32507,0,1,0,1
4147,153327,0,1,1,0
4148,207557,0,1,1,0
4149,144801,0,1,0,1
4150,1074,1,0,0,0
4151,56206,0,1,1,0
4152,155450,0,1,0,0
4153,229932,1,0,0,0
4154,55444,0,1,0,1
4155,45798,0,1,0,0
4156,156606,0,1,1,0
4157,21847,0,1,1,0
4158,67309,1,0,0,0
4159,158662,0,1,1,0
4160,200262,0,1,0,0
4161,51386,1,0,0,1
4162,10229,0,1,1,0
4163,37079,1,0,0,0
4164,135744,0,1,0,0
4165,21552,0,1,0,1
4166,101536,1,0,0,0
4167,218115,0,1,1,0
4168,58272,0,1,0,0
4169,234003,1,0,0,0
4170,270860,1,0,0,1
4171,148737,0,1,0,0
4172,230578,1,0,0,0
4173,109994,1,0,0,0
4174,69261,0,1,0,0
4175,61208,0,1,1,0
4176,59337,1,0,0,0
4177,211732,0,1,0,0
4178,168984,0,1,0,1
4179,65267,1,0,0,0
4180,220101,0,1,0,1
4181,49091,0,1,1,0
4182,90765,0,1,1,0
4183,187717,0,1,0,0
4184,96660,1,0,0,0
4185,155256,0,1,1,0
4186,179328,0,1,1,0
4187,79890,1,0,0,0
4188,263873,0,1,0,0
4189,85238,1,0,0,1
4190,226088,0,0,0,1
4191,226313,1,0,0,0
4192,139041,0,1,0,0
4193,68330,0,1,0,1
4194,239314,1,0,0,0
4195,109934,0,1,1,0
4196,261374,1,0,0,0
4197,152340,0,1,0,0
4198,192471,1,0,0,0
4199,162926,0,1,1,0
4200,111229,0,1,0,0
4201,134343,0,0,0,1
4202,258251,1,0,0,0
4203,197922,0,1,1,0
4204,230904,0,1,0,1
4205,133218,0,1,0,0
4206,75836,1,0,0,0
4207,74536,0,1,1,0
4208,54945,0,1,1,0
4209,245567,0,1,0,0
4210,107572,1,0,0,0
4211,123189,1,0,0,1
4212,91321,0,1,0,0
4213,173620,1,0,0,0
4214,3946,0,1,1,0
4215,63202,0,1,0,0
4216,221667,1,0,0,0
4217,152163,0,1,0,0
4218,55095,1,0,0,0
4219,71367,0,1,1,0
4220,68591,1,0,0,0
4221,85132,0,1,1,0
4222,234836,0,1,0,0
4223,229333,1,0,0,0
4224,155033,0,1,0,1
4225,173055,0,1,0,0
4226,19746,1,0,0,0
4227,209831,0,1,1,0
4228,112340,1,0,0,1
4229,99486,0,1,1,0
4230,82691,0,1,0,0
4231,214849,1,0,0,0
4232,247865,1,0,0,1
4233,100634,0,1,0,0
4234,63587,1,0,0,0
4235,192969,0,1,1,0
4236,224848,0,1,0,1
4237,241221,1,0,0,0
4238,9231,0,1,0,0
4239,172835,0,1,1,0
4240,158356,1,0,0,0
4241,219888,0,1,0,1
4242,167225,0,1,1,0
4243,218160,0,1,0,0
4244,206171,1,0,0,0
4245,226280,0,0,0,1
4246,282851,0,1,0,0
4247,123489,1,0,0,0
4248,77396,1,0,0,0
4249,125713,0,1,0,0
4250,88517,0,1,1,0
4251,175516,0,1,0,0
4252,107071,0,1,0,1
4253,198102,1,0,0,0
4254,224005,0,1,1,0
4255,282578,0,1,0,0
4256,94183,1,0,0,0
4257,240610,0,1,0,0
4258,136707,0,0,0,1
4259,22428,1,0,0,0
4260,41286,1,0,0,0
4261,87045,0,0,0,1
4262,236809,0,1,0,0
4263,230413,1,0,0,0
4264,6669,0,1,0,0
4265,17249,0,1,1,0
4266,224261,1,0,0,0
4267,14828,0,1,0,0
4268,210614,1,0,0,1
4269,187261,0,1,0,1
4270,36150,1,0,0,0
4271,19893,1,0,0,1
4272,229300,0,1,0,0
4273,40348,1,0,0,0
4274,204693,0,1,0,0
4275,163405,1,0,0,0
4276,36640,0,1,1,0
4277,218691,0,1,0,0
4278,214648,1,0,0,0
4279,186948,1,0,0,0
4280,181823,0,1,1,0
4281,82709,1,0,0,1
4282,98803,0,1,0,0
4283,24663,1,0,0,0
4284,137245,0,1,0,0
4285,114779,0,0,0,1
4286,157851,0,1,1,0
4287,243298,0,1,0,0
4288,111886,1,0,0,0
4289,172916,1,0,0,0
4290,94988,1,0,0,1
4291,47135,0,1,0,0
4292,199562,1,0,0,0
4293,36033,1,0,0,1
4294,26219,0,1,0,0
4295,154145,1,0,0,0
4296,166725,0,1,0,0
4297,121129,1,0,0,0
4298,64556,0,1,0,1
4299,126071,0,1,1,0
4300,216771,0,1,1,0
4301,90433,1,0,0,0
4302,93669,1,0,0,1
4303,36426,0,1,0,0
4304,128446,0,1,1,0
4305,49377,0,1,1,0
4306,228116,1,0,0,0
4307,197581,0,1,0,1
4308,282044,0,1,0,0
4309,38457,1,0,0,1
4310,138357,0,1,1,0
4311,277450,1,0,0,0
4312,161538,1,0,0,1
4313,285104,0,1,0,0
4314,149282,1,0,0,0
4315,236464,0,0,0,1
4316,69991,0,1,0,0
4317,111362,1,0,0,0
4318,111965,0,1,0,0
4319,81612,1,0,0,0
4320,51999,0,1,1,0
4321,121696,0,1,0,0
4322,185662,0,0,0,1
4323,24658,1,0,0,0
4324,168950,0,1,1,0
4325,238219,0,1,0,0
4326,30042,0,1,1,0
4327,240658,1,0,0,0
4328,209422,1,0,0,1
4329,54536,0,1,0,0
4330,117190,1,0,0,0
4331,201056,1,0,0,1
4332,210976,0,1,0,0
4333,198553,1,0,0,0
4334,111815,0,1,1,0
4335,211629,0,1,1,0
4336,62146,0,1,1,0
4337,77053,1,0,0,0
4338,133157,0,1,0,0
4339,154102,0,1,0,1
4340,73166,1,0,0,0
4341,52073,0,1,1,0
4342,90145,0,1,0,0
4343,110535,1,0,0,0
4344,199994,0,1,0,0
4345,27169,1,0,0,0
4346,13002,0,1,0,0
4347,77600,1,0,0,1
4348,176484,0,1,1,0
4349,178049,1,0,0,0
4350,197017,0,1,0,0
4351,159535,1,0,0,0
4352,133921,1,0,0,0
4353,45899,0,1,0,0
4354,203856,0,1,1,0
4355,224622,0,1,0,1
4356,253043,1,0,0,0
4357,8195,0,1,0,0
4358,119832,0,1,1,0
4359,86797,0,1,1,0
4360,228393,0,1,0,1
4361,266937,1,0,0,0
4362,264064,1,0,0,1
4363,196765,0,1,0,0
4364,239507,0,1,0,1
4365,211030,1,0,0,0
4366,282967,0,1,1,0
4367,63205,0,1,1,0
4368,140334,0,1,0,1
4369,226854,0,1,1,0
4370,215062,1,0,0,0
4371,15229,0,1,1,0
4372,64564,0,1,0,0
4373,67138,0,1,1,0
4374,224516,1,0,0,0
4375,60534,0,1,0,0
4376,255231,1,0,0,0
4377,153481,0,1,0,0
4378,241196,1,0,0,1
4379,158745,1,0,0,0
4380,8911,0,1,1,0
4381,123678,0,1,0,0
4382,63269,0,1,0,1
4383,37358,1,0,0,0
4384,165143,0,1,0,1
4385,30566,0,1,1,0
4386,91510,0,1,0,0
4387,121744,0,1,1,0
4388,37516,1,0,0,0
4389,280372,0,1,0,1
4390,124095,0,1,0,0
4391,84546,0,1,1,0
4392,232576,0,1,0,1
4393,223896,1,0,0,0
4394,133413,0,1,0,0
4395,116819,0,1,0,1
4396,114246,0,1,1,0
4397,173992,1,0,0,0
4398,143147,0,1,0,0
4399,269703,1,0,0,0
4400,116660,0,1,0,0
4401,273242,1,0,0,0
4402,85066,0,1,0,0
4403,212892,0,1,0,1
4404,203309,0,1,1,0
4405,49985,1,0,0,0
4406,215104,1,0,0,0
4407,214728,0,1,0,0
4408,241129,0,1,1,0
4409,257763,1,0,0,0
4410,208601,0,1,1,0
4411,139152,0,1,1,0
4412,113311,0,1,0,0
4413,125766,1,0,0,0
4414,159307,1,0,0,1
4415,115478,1,0,0,0
4416,242519,0,1,1,0
4417,91380,0,1,0,0
4418,193603,0,0,0,1
4419,201748,1,0,0,0
4420,50939,0,1,0,0
4421,239701,0,1,0,1
4422,172759,1,0,0,0
4423,130814,0,1,0,0
4424,115612,1,0,0,1
4425,271748,1,0,0,0
4426,140159,0,1,0,0
4427,114401,1,0,0,1
